gene_identifier_upper,canonical_transcript,main
DPP8,ENST00000341861,True
DP8,ENST00000341861,False
DPRP1,ENST00000341861,False
MSTP141,ENST00000341861,False
FLJ14920,ENST00000341861,False
FLJ20283,ENST00000341861,False
MGC26191,ENST00000341861,False
ENST00000007699,ENST00000007699,True
ENSG00000006047,ENST00000007699,True
YBX2,ENST00000007699,True
MSY2,ENST00000007699,False
CSDA3,ENST00000007699,False
ENST00000373210,ENST00000373210,True
ENSG00000134698,ENST00000373210,True
AGO4,ENST00000373210,True
EIF2C4,ENST00000373210,False
HAGO4,ENST00000373210,False
KIAA1567,ENST00000373210,False
FLJ20033,ENST00000373210,False
ENST00000276569,ENST00000276569,True
ENSG00000104442,ENST00000276569,True
ARMC1,ENST00000276569,True
FLJ10511,ENST00000276569,False
ARCP,ENST00000276569,False
ENST00000396128,ENST00000396128,True
ENSG00000179454,ENST00000396128,True
KLHL28,ENST00000396128,True
BTBD5,ENST00000396128,False
FLJ20081,ENST00000396128,False
ENST00000405508,ENST00000405508,True
ENSG00000092203,ENST00000405508,True
TOX4,ENST00000405508,True
C14ORF92,ENST00000405508,False
KIAA0737,ENST00000405508,False
LCP1,ENST00000405508,False
ENST00000374514,ENST00000374514,True
ENSG00000011009,ENST00000374514,True
LYPLA2,ENST00000374514,True
APT-2,ENST00000374514,False
ENST00000288135,ENST00000288135,True
ENSG00000157404,ENST00000288135,True
KIT,ENST00000288135,True
PBT,ENST00000288135,False
CD117,ENST00000288135,False
SCFR,ENST00000288135,False
C-KIT,ENST00000288135,False
ENST00000245680,ENST00000245680,True
ENSG00000115084,ENST00000245680,True
SLC35F5,ENST00000245680,True
FLJ22004,ENST00000245680,False
ENST00000373166,ENST00000373166,True
ENSG00000054116,ENST00000373166,True
TRAPPC3,ENST00000373166,True
BET3,ENST00000373166,False
ENST00000328224,ENST00000328224,True
ENSG00000182255,ENST00000328224,True
KCNA4,ENST00000328224,True
KCNA4L,ENST00000328224,False
KV1.4,ENST00000328224,False
HK1,ENST00000328224,False
HPCN2,ENST00000328224,False
ENST00000338316,ENST00000338316,True
ENSG00000078295,ENST00000338316,True
ADCY2,ENST00000338316,True
HBAC2,ENST00000338316,False
KIAA1060,ENST00000338316,False
AC2,ENST00000338316,False
ENST00000278198,ENST00000278198,True
ENSG00000148948,ENST00000278198,True
LRRC4C,ENST00000278198,True
KIAA1580,ENST00000278198,False
NGL-1,ENST00000278198,False
ENST00000344204,ENST00000344204,True
ENSG00000038382,ENST00000344204,True
TRIO,ENST00000344204,True
ARHGEF23,ENST00000344204,False
ENST00000370185,ENST00000370185,True
ENSG00000117600,ENST00000370185,True
LPPR4,ENST00000370185,True
ENST00000346872,ENST00000346872,True
ENSG00000161405,ENST00000346872,True
IKZF3,ENST00000346872,True
ZNFN1A3,ENST00000346872,False
AIOLOS,ENST00000346872,False
ENST00000566799,ENST00000566799,True
ENSG00000103647,ENST00000566799,True
CORO2B,ENST00000566799,True
CLIPINC,ENST00000566799,False
KIAA0925,ENST00000566799,False
ENST00000252674,ENST00000252674,True
ENSG00000130382,ENST00000252674,True
MLLT1,ENST00000252674,True
ENL,ENST00000252674,False
LTG19,ENST00000252674,False
YEATS1,ENST00000252674,False
ENST00000392133,ENST00000392133,True
ENSG00000079246,ENST00000392133,True
XRCC5,ENST00000392133,True
KU80,ENST00000392133,False
KARP-1,ENST00000392133,False
KU86,ENST00000392133,False
KUB2,ENST00000392133,False
ENST00000340438,ENST00000340438,True
ENSG00000189369,ENST00000340438,True
GSPT2,ENST00000340438,True
ERF3B,ENST00000340438,False
FLJ10441,ENST00000340438,False
ENST00000352241,ENST00000352241,True
ENSG00000187098,ENST00000352241,True
MITF,ENST00000352241,True
WS2A,ENST00000352241,False
WS2,ENST00000352241,False
MI,ENST00000352241,False
BHLHE32,ENST00000352241,False
ENST00000371222,ENST00000371222,True
ENSG00000177606,ENST00000371222,True
JUN,ENST00000371222,True
C-JUN,ENST00000371222,False
AP-1,ENST00000371222,False
ENST00000279839,ENST00000279839,True
ENSG00000150316,ENST00000279839,True
CWC15,ENST00000279839,True
ENST00000372858,ENST00000372858,True
ENSG00000090621,ENST00000372858,True
PABPC4,ENST00000372858,True
IPABP,ENST00000372858,False
APP-1,ENST00000372858,False
ENST00000536441,ENST00000536441,True
ENSG00000149212,ENST00000536441,True
SESN3,ENST00000536441,True
SEST3,ENST00000536441,False
MGC29667,ENST00000536441,False
ENST00000527748,ENST00000527748,True
ENSG00000156097,ENST00000527748,True
GPR61,ENST00000527748,True
BALGR,ENST00000527748,False
ENST00000539935,ENST00000539935,True
ENSG00000182389,ENST00000539935,True
CACNB4,ENST00000539935,True
EJM4,ENST00000539935,False
ENST00000430430,ENST00000430430,True
ENSG00000205189,ENST00000430430,True
ZBTB10,ENST00000430430,True
RINZF,ENST00000430430,False
FLJ12752,ENST00000430430,False
ENST00000064571,ENST00000064571,True
ENSG00000054803,ENST00000064571,True
CBLN4,ENST00000064571,True
CBLNL1,ENST00000064571,False
DJ885A10.1,ENST00000064571,False
ENST00000498619,ENST00000498619,True
ENSG00000036828,ENST00000498619,True
CASR,ENST00000498619,True
HHC,ENST00000498619,False
HHC1,ENST00000498619,False
FHH,ENST00000498619,False
NSHPT,ENST00000498619,False
GPRC2A,ENST00000498619,False
ENST00000171111,ENST00000171111,True
ENSG00000079999,ENST00000171111,True
KEAP1,ENST00000171111,True
KIAA0132,ENST00000171111,False
MGC10630,ENST00000171111,False
MGC1114,ENST00000171111,False
MGC20887,ENST00000171111,False
MGC4407,ENST00000171111,False
MGC9454,ENST00000171111,False
INRF2,ENST00000171111,False
KLHL19,ENST00000171111,False
ENST00000262584,ENST00000262584,True
ENSG00000161016,ENST00000262584,True
RPL8,ENST00000262584,True
L8,ENST00000262584,False
ENST00000357214,ENST00000357214,True
ENSG00000116560,ENST00000357214,True
SFPQ,ENST00000357214,True
PSF,ENST00000357214,False
ENST00000453097,ENST00000453097,True
ENSG00000050438,ENST00000453097,True
SLC4A8,ENST00000453097,True
NBC3,ENST00000453097,False
ENST00000302472,ENST00000302472,True
ENSG00000171522,ENST00000302472,True
PTGER4,ENST00000302472,True
EP4,ENST00000302472,False
ENST00000367679,ENST00000367679,True
ENSG00000116161,ENST00000367679,True
CACYBP,ENST00000367679,True
SIP,ENST00000367679,False
S100A6BP,ENST00000367679,False
ENST00000272317,ENST00000272317,True
ENSG00000143947,ENST00000272317,True
RPS27A,ENST00000272317,True
UBCEP80,ENST00000272317,False
UBA80,ENST00000272317,False
S27A,ENST00000272317,False
ENST00000262186,ENST00000262186,True
ENSG00000055118,ENST00000262186,True
KCNH2,ENST00000262186,True
LQT2,ENST00000262186,False
KV11.1,ENST00000262186,False
HERG,ENST00000262186,False
ERG1,ENST00000262186,False
ENST00000555028,ENST00000555028,True
ENSG00000205659,ENST00000555028,True
LIN52,ENST00000555028,True
C14ORF46,ENST00000555028,False
ENST00000264664,ENST00000264664,True
ENSG00000070193,ENST00000264664,True
FGF10,ENST00000264664,True
ENST00000374516,ENST00000374516,True
ENSG00000112511,ENST00000374516,True
PHF1,ENST00000374516,True
MTF2L2,ENST00000374516,False
TDRD19C,ENST00000374516,False
ENST00000359308,ENST00000359308,True
ENSG00000196419,ENST00000359308,True
XRCC6,ENST00000359308,True
G22P1,ENST00000359308,False
D22S731,ENST00000359308,False
D22S671,ENST00000359308,False
KU70,ENST00000359308,False
ML8,ENST00000359308,False
ENST00000373658,ENST00000373658,True
ENSG00000121753,ENST00000373658,True
BAI2,ENST00000373658,True
ENST00000312175,ENST00000312175,True
ENSG00000175334,ENST00000312175,True
BANF1,ENST00000312175,True
BAF,ENST00000312175,False
ENST00000396033,ENST00000396033,True
ENSG00000150093,ENST00000396033,True
ITGB1,ENST00000396033,True
FNRB,ENST00000396033,False
MSK12,ENST00000396033,False
MDF2,ENST00000396033,False
CD29,ENST00000396033,False
GPIIA,ENST00000396033,False
ENST00000409093,ENST00000409093,True
ENSG00000176204,ENST00000409093,True
LRRTM4,ENST00000409093,True
FLJ12568,ENST00000409093,False
ENST00000262839,ENST00000262839,True
ENSG00000072315,ENST00000262839,True
TRPC5,ENST00000262839,True
ENST00000298943,ENST00000298943,True
ENSG00000165985,ENST00000298943,True
C1QL3,ENST00000298943,True
K100,ENST00000298943,False
C1QL,ENST00000298943,False
C1QTNF13,ENST00000298943,False
CTRP13,ENST00000298943,False
ENST00000418381,ENST00000418381,True
ENSG00000144357,ENST00000418381,True
UBR3,ENST00000418381,True
ZNF650,ENST00000418381,False
KIAA2024,ENST00000418381,False
DKFZP434P117,ENST00000418381,False
FLJ37422,ENST00000418381,False
ENST00000375887,ENST00000375887,True
ENSG00000102524,ENST00000375887,True
TNFSF13B,ENST00000375887,True
TNFSF20,ENST00000375887,False
BAFF,ENST00000375887,False
THANK,ENST00000375887,False
BLYS,ENST00000375887,False
TALL-1,ENST00000375887,False
TALL1,ENST00000375887,False
CD257,ENST00000375887,False
ENST00000373078,ENST00000373078,True
ENSG00000171169,ENST00000373078,True
NAIF1,ENST00000373078,True
C9ORF90,ENST00000373078,False
DKFZP762G199,ENST00000373078,False
BA379C10.2,ENST00000373078,False
ENST00000370768,ENST00000370768,True
ENSG00000162613,ENST00000370768,True
FUBP1,ENST00000370768,True
FUBP,ENST00000370768,False
FBP,ENST00000370768,False
ENST00000533486,ENST00000533486,True
ENSG00000137502,ENST00000533486,True
RAB30,ENST00000533486,True
ENST00000454376,ENST00000454376,True
ENSG00000126457,ENST00000454376,True
PRMT1,ENST00000454376,True
HRMT1L2,ENST00000454376,False
HCP1,ENST00000454376,False
ANM1,ENST00000454376,False
ENST00000373615,ENST00000373615,True
ENSG00000106689,ENST00000373615,True
LHX2,ENST00000373615,True
LH-2,ENST00000373615,False
HLHX2,ENST00000373615,False
ENST00000372073,ENST00000372073,True
ENSG00000157600,ENST00000372073,True
TMEM164,ENST00000372073,True
FLJ22679,ENST00000372073,False
RP13-360B22.2,ENST00000372073,False
ENST00000442160,ENST00000442160,True
ENSG00000119725,ENST00000442160,True
ZNF410,ENST00000442160,True
APA1,ENST00000442160,False
APA-1,ENST00000442160,False
ENST00000238714,ENST00000238714,True
ENSG00000115421,ENST00000238714,True
PAPOLG,ENST00000238714,True
FLJ12972,ENST00000238714,False
ENST00000373243,ENST00000373243,True
ENSG00000020129,ENST00000373243,True
NCDN,ENST00000373243,True
NCDN-1,ENST00000373243,False
NCDN-2,ENST00000373243,False
ENST00000540445,ENST00000540445,True
ENSG00000048540,ENST00000540445,True
LMO3,ENST00000540445,True
RBTNL2,ENST00000540445,False
RHOM-3,ENST00000540445,False
DAT1,ENST00000540445,False
ENST00000360273,ENST00000360273,True
ENSG00000157087,ENST00000360273,True
ATP2B2,ENST00000360273,True
PMCA2,ENST00000360273,False
ENST00000419091,ENST00000419091,True
ENSG00000117625,ENST00000419091,True
RCOR3,ENST00000419091,True
FLJ10876,ENST00000419091,False
ENST00000215095,ENST00000215095,True
ENSG00000099365,ENST00000215095,True
STX1B,ENST00000215095,True
STX1B1,ENST00000215095,False
STX1B2,ENST00000215095,False
ENST00000314616,ENST00000314616,True
ENSG00000109111,ENST00000314616,True
SUPT6H,ENST00000314616,True
KIAA0162,ENST00000314616,False
SPT6H,ENST00000314616,False
ENST00000331268,ENST00000331268,True
ENSG00000185787,ENST00000331268,True
MORF4L1,ENST00000331268,True
MRG15,ENST00000331268,False
MORFRG15,ENST00000331268,False
HST17725,ENST00000331268,False
EAF3,ENST00000331268,False
MEAF3,ENST00000331268,False
ENST00000428433,ENST00000428433,True
ENSG00000075891,ENST00000428433,True
PAX2,ENST00000428433,True
ENST00000346027,ENST00000346027,True
ENSG00000146872,ENST00000346027,True
TLK2,ENST00000346027,True
PKU-ALPHA,ENST00000346027,False
MGC44450,ENST00000346027,False
ENST00000372621,ENST00000372621,True
ENSG00000171793,ENST00000372621,True
CTPS1,ENST00000372621,True
CTPS,ENST00000372621,False
ENST00000308731,ENST00000308731,True
ENSG00000010671,ENST00000308731,True
BTK,ENST00000308731,True
AGMX1,ENST00000308731,False
IMD1,ENST00000308731,False
ATK,ENST00000308731,False
XLA,ENST00000308731,False
PSCTK1,ENST00000308731,False
ENST00000335146,ENST00000335146,True
ENSG00000182473,ENST00000335146,True
EXOC7,ENST00000335146,True
EXO70,ENST00000335146,False
KIAA1067,ENST00000335146,False
YJL085W,ENST00000335146,False
EXO70P,ENST00000335146,False
ENST00000251413,ENST00000251413,True
ENSG00000131462,ENST00000251413,True
TUBG1,ENST00000251413,True
TUBG,ENST00000251413,False
TUBGCP1,ENST00000251413,False
ENST00000283254,ENST00000283254,True
ENSG00000153253,ENST00000283254,True
SCN3A,ENST00000283254,True
NAV1.3,ENST00000283254,False
ENST00000337338,ENST00000337338,True
ENSG00000171492,ENST00000337338,True
LRRC8D,ENST00000337338,True
LRRC5,ENST00000337338,False
FLJ10470,ENST00000337338,False
ENST00000358465,ENST00000358465,True
ENSG00000197323,ENST00000358465,True
TRIM33,ENST00000358465,True
TIF1GAMMA,ENST00000358465,False
FLJ11429,ENST00000358465,False
KIAA1113,ENST00000358465,False
TIFGAMMA,ENST00000358465,False
RFG7,ENST00000358465,False
TF1G,ENST00000358465,False
TIF1G,ENST00000358465,False
PTC7,ENST00000358465,False
ENST00000591247,ENST00000591247,True
ENSG00000161654,ENST00000591247,True
LSM12,ENST00000591247,True
FLJ30656,ENST00000591247,False
ENST00000424196,ENST00000424196,True
ENSG00000114867,ENST00000424196,True
EIF4G1,ENST00000424196,True
EIF4G,ENST00000424196,False
EIF4F,ENST00000424196,False
P220,ENST00000424196,False
PARK18,ENST00000424196,False
ENST00000436636,ENST00000436636,True
ENSG00000154310,ENST00000436636,True
TNIK,ENST00000436636,True
KIAA0551,ENST00000436636,False
ENST00000374980,ENST00000374980,True
ENSG00000125977,ENST00000374980,True
EIF2S2,ENST00000374980,True
EIF2,ENST00000374980,False
EIF2BETA,ENST00000374980,False
PPP1R67,ENST00000374980,False
ENST00000368068,ENST00000368068,True
ENSG00000112282,ENST00000368068,True
MED23,ENST00000368068,True
CRSP3,ENST00000368068,False
CRSP130,ENST00000368068,False
DRIP130,ENST00000368068,False
SUR2,ENST00000368068,False
ENST00000359526,ENST00000359526,True
ENSG00000130816,ENST00000359526,True
DNMT1,ENST00000359526,True
DNMT,ENST00000359526,False
MCMT,ENST00000359526,False
CXXC9,ENST00000359526,False
ENST00000337620,ENST00000337620,True
ENSG00000122565,ENST00000337620,True
CBX3,ENST00000337620,True
HP1HS-GAMMA,ENST00000337620,False
ENST00000408937,ENST00000408937,True
ENSG00000128573,ENST00000408937,True
FOXP2,ENST00000408937,True
TNRC10,ENST00000408937,False
SPCH1,ENST00000408937,False
CAGH44,ENST00000408937,False
ENST00000267812,ENST00000267812,True
ENSG00000140259,ENST00000267812,True
MFAP1,ENST00000267812,True
ENST00000454652,ENST00000454652,True
ENSG00000114796,ENST00000454652,True
KLHL24,ENST00000454652,True
DRE1,ENST00000454652,False
FLJ20059,ENST00000454652,False
ENST00000485972,ENST00000485972,True
ENSG00000164885,ENST00000485972,True
CDK5,ENST00000485972,True
PSSALRE,ENST00000485972,False
ENST00000560371,ENST00000560371,True
ENSG00000131323,ENST00000560371,True
TRAF3,ENST00000560371,True
CAP-1,ENST00000560371,False
CD40BP,ENST00000560371,False
CRAF1,ENST00000560371,False
LAP1,ENST00000560371,False
ENST00000314607,ENST00000314607,True
ENSG00000146463,ENST00000314607,True
ZMYM4,ENST00000314607,True
ZNF262,ENST00000314607,False
KIAA0425,ENST00000314607,False
ZNF198L3,ENST00000314607,False
MYM,ENST00000314607,False
ENST00000311234,ENST00000311234,True
ENSG00000102786,ENST00000311234,True
INTS6,ENST00000311234,True
DDX26,ENST00000311234,False
DICE1,ENST00000311234,False
HDB,ENST00000311234,False
NOTCHL2,ENST00000311234,False
DBI-1,ENST00000311234,False
DDX26A,ENST00000311234,False
INT6,ENST00000311234,False
ENST00000357103,ENST00000357103,True
ENSG00000006831,ENST00000357103,True
ADIPOR2,ENST00000357103,True
PAQR2,ENST00000357103,False
ACDCR2,ENST00000357103,False
ENST00000278840,ENST00000278840,True
ENSG00000134824,ENST00000278840,True
FADS2,ENST00000278840,True
LLCDL2,ENST00000278840,False
FADSD6,ENST00000278840,False
D6D,ENST00000278840,False
TU13,ENST00000278840,False
DES6,ENST00000278840,False
SLL0262,ENST00000278840,False
ENST00000409624,ENST00000409624,True
ENSG00000163017,ENST00000409624,True
ACTG2,ENST00000409624,True
ACTL3,ENST00000409624,False
ACTA3,ENST00000409624,False
ACTSG,ENST00000409624,False
ENST00000517876,ENST00000517876,True
ENSG00000155508,ENST00000517876,True
CNOT8,ENST00000517876,True
POP2,ENST00000517876,False
CAF1,ENST00000517876,False
HCAF1,ENST00000517876,False
CALIF,ENST00000517876,False
ENST00000520539,ENST00000520539,True
ENSG00000104517,ENST00000520539,True
UBR5,ENST00000520539,True
EDD1,ENST00000520539,False
DD5,ENST00000520539,False
HYD,ENST00000520539,False
EDD,ENST00000520539,False
KIAA0896,ENST00000520539,False
ENST00000320717,ENST00000320717,True
ENSG00000115419,ENST00000320717,True
GLS,ENST00000320717,True
KIAA0838,ENST00000320717,False
GLS1,ENST00000320717,False
ENST00000503362,ENST00000503362,True
ENSG00000129128,ENST00000503362,True
SPCS3,ENST00000503362,True
FLJ22649,ENST00000503362,False
SPC22/23,ENST00000503362,False
SPC3,ENST00000503362,False
YLR066W,ENST00000503362,False
PRO3567,ENST00000503362,False
ENST00000264658,ENST00000264658,True
ENSG00000108306,ENST00000264658,True
FBXL20,ENST00000264658,True
MGC15482,ENST00000264658,False
FBL2,ENST00000264658,False
FBL20,ENST00000264658,False
ENST00000216807,ENST00000216807,True
ENSG00000100916,ENST00000216807,True
BRMS1L,ENST00000216807,True
BRMS1,ENST00000216807,False
MGC11296,ENST00000216807,False
FLJ39177,ENST00000216807,False
ENST00000374360,ENST00000374360,True
ENSG00000082458,ENST00000374360,True
DLG3,ENST00000374360,True
NE-DLG,ENST00000374360,False
SAP102,ENST00000374360,False
SAP-102,ENST00000374360,False
NEDLG,ENST00000374360,False
KIAA1232,ENST00000374360,False
MRX90,ENST00000374360,False
ENST00000361464,ENST00000361464,True
ENSG00000198408,ENST00000361464,True
MGEA5,ENST00000361464,True
MEA5,ENST00000361464,False
NCOAT,ENST00000361464,False
OGA,ENST00000361464,False
ENST00000325144,ENST00000325144,True
ENSG00000181472,ENST00000325144,True
ZBTB2,ENST00000325144,True
KIAA1483,ENST00000325144,False
ZNF437,ENST00000325144,False
BA351K16.2,ENST00000325144,False
ENST00000228136,ENST00000228136,True
ENSG00000110696,ENST00000228136,True
C11ORF58,ENST00000228136,True
SMAP,ENST00000228136,False
ENST00000308271,ENST00000308271,True
ENSG00000090686,ENST00000308271,True
USP48,ENST00000308271,True
USP31,ENST00000308271,False
FLJ23277,ENST00000308271,False
FLJ11328,ENST00000308271,False
FLJ20103,ENST00000308271,False
FLJ23054,ENST00000308271,False
MGC14879,ENST00000308271,False
ENST00000327367,ENST00000327367,True
ENSG00000166949,ENST00000327367,True
SMAD3,ENST00000327367,True
MADH3,ENST00000327367,False
JV15-2,ENST00000327367,False
HST17436,ENST00000327367,False
ENST00000323534,ENST00000323534,True
ENSG00000181467,ENST00000323534,True
RAP2B,ENST00000323534,True
ENST00000353487,ENST00000353487,True
ENSG00000157837,ENST00000353487,True
SPPL3,ENST00000353487,True
IMP2,ENST00000353487,False
PSL4,ENST00000353487,False
MGC90402,ENST00000353487,False
MGC126674,ENST00000353487,False
MGC126676,ENST00000353487,False
DKFZP586C1324,ENST00000353487,False
ENST00000323853,ENST00000323853,True
ENSG00000144028,ENST00000323853,True
SNRNP200,ENST00000323853,True
ASCC3L1,ENST00000323853,False
RP33,ENST00000323853,False
U5-200KD,ENST00000323853,False
HELIC2,ENST00000323853,False
KIAA0788,ENST00000323853,False
BRR2,ENST00000323853,False
ENST00000409979,ENST00000409979,True
ENSG00000173744,ENST00000409979,True
AGFG1,ENST00000409979,True
HRB,ENST00000409979,False
RIP,ENST00000409979,False
RAB,ENST00000409979,False
ENST00000350997,ENST00000350997,True
ENSG00000149485,ENST00000350997,True
FADS1,ENST00000350997,True
LLCDL1,ENST00000350997,False
D5D,ENST00000350997,False
FADSD5,ENST00000350997,False
TU12,ENST00000350997,False
FADS6,ENST00000350997,False
ENST00000380953,ENST00000380953,True
ENSG00000147862,ENST00000380953,True
NFIB,ENST00000380953,True
NFI-RED,ENST00000380953,False
NFIB2,ENST00000380953,False
NFIB3,ENST00000380953,False
ENST00000357166,ENST00000357166,True
ENSG00000188706,ENST00000357166,True
ZDHHC9,ENST00000357166,True
ZDHHC10,ENST00000357166,False
CXORF11,ENST00000357166,False
ZNF379,ENST00000357166,False
CGI-89,ENST00000357166,False
ZNF380,ENST00000357166,False
ENST00000263092,ENST00000263092,True
ENSG00000127804,ENST00000263092,True
METTL16,ENST00000263092,True
METT10D,ENST00000263092,False
MGC3329,ENST00000263092,False
ENST00000337682,ENST00000337682,True
ENSG00000139146,ENST00000337682,True
FAM60A,ENST00000337682,True
C12ORF14,ENST00000337682,False
TERA,ENST00000337682,False
ENST00000347869,ENST00000347869,True
ENSG00000003756,ENST00000347869,True
RBM5,ENST00000347869,True
LUCA15,ENST00000347869,False
H37,ENST00000347869,False
ENST00000361421,ENST00000361421,True
ENSG00000198846,ENST00000361421,True
TOX,ENST00000361421,True
KIAA0808,ENST00000361421,False
TOX1,ENST00000361421,False
ENST00000394128,ENST00000394128,True
ENSG00000008838,ENST00000394128,True
MED24,ENST00000394128,True
THRAP4,ENST00000394128,False
CRSP4,ENST00000394128,False
TRAP100,ENST00000394128,False
KIAA0130,ENST00000394128,False
DRIP100,ENST00000394128,False
CRSP100,ENST00000394128,False
ENST00000518322,ENST00000518322,True
ENSG00000188343,ENST00000518322,True
FAM92A1,ENST00000518322,True
FLJ38979,ENST00000518322,False
ENST00000244661,ENST00000244661,True
ENSG00000124693,ENST00000244661,True
HIST1H3B,ENST00000244661,True
H3FL,ENST00000244661,False
H3/L,ENST00000244661,False
ENST00000268616,ENST00000268616,True
ENSG00000140948,ENST00000268616,True
ZCCHC14,ENST00000268616,True
BDG29,ENST00000268616,False
MGC14139,ENST00000268616,False
ENST00000326199,ENST00000326199,True
ENSG00000124614,ENST00000326199,True
RPS10,ENST00000326199,True
MGC88819,ENST00000326199,False
S10,ENST00000326199,False
ENST00000542267,ENST00000542267,True
ENSG00000145743,ENST00000542267,True
FBXL17,ENST00000542267,True
FBXO13,ENST00000542267,False
DKFZP434C1715,ENST00000542267,False
FBX13,ENST00000542267,False
FBL17,ENST00000542267,False
ENST00000372718,ENST00000372718,True
ENSG00000084070,ENST00000372718,True
SMAP2,ENST00000372718,True
SMAP1L,ENST00000372718,False
ENST00000499869,ENST00000499869,True
ENSG00000071127,ENST00000499869,True
WDR1,ENST00000499869,True
ENST00000320201,ENST00000320201,True
ENSG00000090975,ENST00000320201,True
PITPNM2,ENST00000320201,True
RDGBA2,ENST00000320201,False
RDGB2,ENST00000320201,False
NIR3,ENST00000320201,False
ENST00000366769,ENST00000366769,True
ENSG00000143776,ENST00000366769,True
CDC42BPA,ENST00000366769,True
MRCKA,ENST00000366769,False
PK428,ENST00000366769,False
FLJ23347,ENST00000366769,False
KIAA0451,ENST00000366769,False
MRCK,ENST00000366769,False
ENST00000398174,ENST00000398174,True
ENSG00000101294,ENST00000398174,True
HM13,ENST00000398174,True
H13,ENST00000398174,False
DJ324O17.1,ENST00000398174,False
SPP,ENST00000398174,False
PSL3,ENST00000398174,False
IMP1,ENST00000398174,False
IMPAS,ENST00000398174,False
PSENL3,ENST00000398174,False
SPPL1,ENST00000398174,False
ENST00000377855,ENST00000377855,True
ENSG00000097021,ENST00000377855,True
ACOT7,ENST00000377855,True
BACH,ENST00000377855,False
ACH1,ENST00000377855,False
ACT,ENST00000377855,False
CTE-II,ENST00000377855,False
LACH1,ENST00000377855,False
MGC1126,ENST00000377855,False
HBACH,ENST00000377855,False
ENST00000396418,ENST00000396418,True
ENSG00000171033,ENST00000396418,True
PKIA,ENST00000396418,True
PRKACN1,ENST00000396418,False
ENST00000343737,ENST00000343737,True
ENSG00000075290,ENST00000343737,True
WNT8B,ENST00000343737,True
ENST00000343218,ENST00000343218,True
ENSG00000113657,ENST00000343218,True
DPYSL3,ENST00000343218,True
DRP-3,ENST00000343218,False
ULIP,ENST00000343218,False
CRMP4,ENST00000343218,False
ENST00000261811,ENST00000261811,True
ENSG00000120306,ENST00000261811,True
CYSTM1,ENST00000261811,True
C5ORF32,ENST00000261811,False
ORF1-FL49,ENST00000261811,False
ENST00000313049,ENST00000313049,True
ENSG00000160801,ENST00000313049,True
PTH1R,ENST00000313049,True
PTHR,ENST00000313049,False
PTHR1,ENST00000313049,False
ENST00000359943,ENST00000359943,True
ENSG00000196937,ENST00000359943,True
FAM3C,ENST00000359943,True
GS3876,ENST00000359943,False
ILEI,ENST00000359943,False
ENST00000377211,ENST00000377211,True
ENSG00000136160,ENST00000377211,True
EDNRB,ENST00000377211,True
HSCR2,ENST00000377211,False
HSCR,ENST00000377211,False
ETB,ENST00000377211,False
ENST00000335183,ENST00000335183,True
ENSG00000100526,ENST00000335183,True
CDKN3,ENST00000335183,True
KAP,ENST00000335183,False
CDI1,ENST00000335183,False
ENST00000423158,ENST00000423158,True
ENSG00000185652,ENST00000423158,True
NTF3,ENST00000423158,True
NGF2,ENST00000423158,False
ENST00000361983,ENST00000361983,True
ENSG00000198954,ENST00000361983,True
KIAA1279,ENST00000361983,True
DKFZP586B0923,ENST00000361983,False
TTC20,ENST00000361983,False
ENST00000262395,ENST00000262395,True
ENSG00000076604,ENST00000262395,True
TRAF4,ENST00000262395,True
CART1,ENST00000262395,False
MLN62,ENST00000262395,False
RNF83,ENST00000262395,False
ENST00000522677,ENST00000522677,True
ENSG00000185697,ENST00000522677,True
MYBL1,ENST00000522677,True
AMYB,ENST00000522677,False
A-MYB,ENST00000522677,False
ENST00000433963,ENST00000433963,True
ENSG00000138592,ENST00000433963,True
USP8,ENST00000433963,True
HUMORF8,ENST00000433963,False
KIAA0055,ENST00000433963,False
UBPY,ENST00000433963,False
ENST00000409746,ENST00000409746,True
ENSG00000152229,ENST00000409746,True
PSTPIP2,ENST00000409746,True
ENST00000374704,ENST00000374704,True
ENSG00000108100,ENST00000374704,True
CCNY,ENST00000374704,True
C10ORF9,ENST00000374704,False
CFP1,ENST00000374704,False
CBCP1,ENST00000374704,False
ENST00000248071,ENST00000248071,True
ENSG00000127528,ENST00000248071,True
KLF2,ENST00000248071,True
LKLF,ENST00000248071,False
ENST00000440869,ENST00000440869,True
ENSG00000112419,ENST00000440869,True
PHACTR2,ENST00000440869,True
C6ORF56,ENST00000440869,False
KIAA0680,ENST00000440869,False
ENST00000228825,ENST00000228825,True
ENSG00000111229,ENST00000228825,True
ARPC3,ENST00000228825,True
P21-ARC,ENST00000228825,False
ARC21,ENST00000228825,False
ENST00000255977,ENST00000255977,True
ENSG00000133606,ENST00000255977,True
MKRN1,ENST00000255977,True
RNF61,ENST00000255977,False
ENST00000303296,ENST00000303296,True
ENSG00000110422,ENST00000303296,True
HIPK3,ENST00000303296,True
PKY,ENST00000303296,False
DYRK6,ENST00000303296,False
YAK1,ENST00000303296,False
FIST3,ENST00000303296,False
ENST00000378970,ENST00000378970,True
ENSG00000169297,ENST00000378970,True
NR0B1,ENST00000378970,True
AHC,ENST00000378970,False
DSS,ENST00000378970,False
DAX1,ENST00000378970,False
AHCH,ENST00000378970,False
ENST00000296792,ENST00000296792,True
ENSG00000164338,ENST00000296792,True
UTP15,ENST00000296792,True
FLJ12787,ENST00000296792,False
NET21,ENST00000296792,False
